

--- Timestep = 0 x Main.print_every =  ---
       Time 	 Min   		 Avg  		 Max   		 SD 
     Densities	 1.440e+00	 1.468e+00	 1.482e+00	 1.696e-02
    Collisions	 5.750e+00	 5.775e+00	 5.799e+00	 2.042e-02
    Mov window	 1.415e+00	 1.439e+00	 1.460e+00	 1.586e-02
Sync Particles	 2.884e+01	 2.885e+01	 2.887e+01	 1.128e-02
   Sync Fields	 1.322e+01	 1.339e+01	 1.350e+01	 1.099e-01
Sync Densities	 1.418e+01	 1.426e+01	 1.439e+01	 8.454e-02
  Part Merging	 2.886e+00	 2.901e+00	 2.926e+00	 1.482e-02
Part Injection	 2.896e+00	 2.913e+00	 2.933e+00	 1.456e-02


--- Timestep = 9 x Main.print_every =  ---
       Time 	 Min   		 Avg  		 Max   		 SD 
     Particles	 6.461e+00	 6.492e+00	 6.525e+00	 2.417e-02
       Maxwell	 7.992e+00	 8.022e+00	 8.069e+00	 2.875e-02
    Maxwell_BC	 6.467e+00	 6.537e+00	 6.601e+00	 4.776e-02
   Diagnostics	 2.068e+01	 2.074e+01	 2.082e+01	 5.906e-02
     Densities	 1.611e+00	 1.628e+00	 1.641e+00	 1.109e-02
    Collisions	 6.390e+00	 6.413e+00	 6.439e+00	 2.255e-02
    Mov window	 1.573e+00	 1.597e+00	 1.617e+00	 1.603e-02
Sync Particles	 3.204e+01	 3.207e+01	 3.210e+01	 2.100e-02
   Sync Fields	 1.469e+01	 1.486e+01	 1.496e+01	 1.002e-01
Sync Densities	 1.567e+01	 1.581e+01	 1.597e+01	 1.105e-01
  Part Merging	 3.201e+00	 3.215e+00	 3.239e+00	 1.429e-02
Part Injection	 3.217e+00	 3.233e+00	 3.255e+00	 1.577e-02


--- Timestep = 9 x Main.print_every =  ---
       Time 	 Min   		 Avg  		 Max   		 SD 
     Particles	 6.461e+00	 6.492e+00	 6.525e+00	 2.417e-02
       Maxwell	 7.992e+00	 8.022e+00	 8.069e+00	 2.875e-02
    Maxwell_BC	 6.467e+00	 6.537e+00	 6.601e+00	 4.776e-02
   Diagnostics	 2.070e+01	 2.076e+01	 2.084e+01	 6.052e-02
     Densities	 1.613e+00	 1.630e+00	 1.642e+00	 1.078e-02
    Collisions	 6.398e+00	 6.421e+00	 6.448e+00	 2.293e-02
    Mov window	 1.574e+00	 1.599e+00	 1.619e+00	 1.603e-02
Sync Particles	 3.204e+01	 3.207e+01	 3.210e+01	 2.100e-02
   Sync Fields	 1.469e+01	 1.486e+01	 1.496e+01	 1.002e-01
Sync Densities	 1.567e+01	 1.581e+01	 1.597e+01	 1.105e-01
  Part Merging	 3.201e+00	 3.215e+00	 3.239e+00	 1.429e-02
Part Injection	 3.217e+00	 3.233e+00	 3.255e+00	 1.577e-02
