total_pe,total_kp,total_lp,end_ts,mapping,model_events,network_events,total_events,runtime,events_processed,events_aborted,events_rb,pe_event_ties,eff,send_loc_remote,percent_loc,send_net_remote,percent_net,rb_total,rb_primary,rb_secondary,fc_attempts,num_gvt,net_events,event_rate,events_past_end,event_alloc,memory_alloc,memory_wasted,remote_sends,remote_recvs,pe_struct,kp_struct,lp_struct,lp_model_struct,lp_rngs,total_lp_size,event_struct,event_struct_model,init_time,pq_time,avl_time,lz4_time,buddy_time,event_proc_time,event_cancel_time,event_abort_time,gvt_time,fc_time,primary_rb_time,net_read_time,net_other_time,inst_comp_time,inst_write_time,total_time
4,64,16000,19000.00,linear,105701,16,5716,89.0725,306227600,0,2243600,0,99.26,0,0.00,56997562,18.75,165697,165697,0,1196204,299051,303984000,3412770.65,16015,105717,57326,5,57840350,57840350,1328,320,320,8,80,408,344,352,0.0021,0.8181,0.1833,0.0000,0.0000,1.1052,0.0003,0.0000,0.4287,0.1856,0.0069,0.4038,0.1486,0.0000,0.0000,2.1378
