4,64,16000,19000.00,linear,105701,16,5716,88.1033,306187542,0,2203542,0,99.28,0,0.00,56989098,18.75,162972,162972,0,1196056,299014,303984000,3450312.89,16360,105717,57326,5,57814254,57814254,1328,320,320,8,80,408,344,352,0.0021,0.8073,0.1800,0.0000,0.0000,1.0938,0.0003,0.0000,0.3846,0.1762,0.0068,0.3978,0.1484,0.0000,0.0000,2.1145
4,64,16000,19000.00,linear,105701,16,5716,90.1312,306239132,0,2255132,0,99.26,0,0.00,56990031,18.75,165991,165991,0,1196252,299063,303984000,3372684.01,16170,105717,57326,5,57833863,57833863,1328,320,320,8,80,408,344,352,0.0021,0.8135,0.1836,0.0000,0.0000,1.1060,0.0003,0.0000,0.3854,0.1808,0.0072,0.4033,0.1518,0.0000,0.0000,2.1631
